Datetime,Text,label,label2
2022-05-08,tsm reginald investigation one of the big leagueoflegends team owners is in the middle of a scandal about being a giant jerk and bully tsm reginald lol leagueoflegend games espo,1,-1
2022-05-08,images to scare leagueoflegends players,-1,-1
2022-05-08,kayn use they them,-1,0
2022-05-08,he is a flop,-1,-1
2022-05-08,explain pls,-1,0
2022-05-08,imagine dragons jid arcane leagueoflegends enemy feat j i d from the series arcane leagueoflegends tune in at,-1,-1
2022-05-08,cant have that in china bruh,-1,0
2022-05-08,he has two gay guys inside of him doesnt make him gay varus wanted to consume their bodies to resurrect himself from being prisoned besides demons that care about war and destruction doesnt have sexuallity,-1,-1
2022-05-08,let us play leagueoflegends sometimes,-1,1
2022-05-08,leagueoflegends unranked ranked climb,-1,0
2022-05-08,con sucks at leagueoflegends,-1,-1
2022-05-08,he literally has a gay couple inside of him i can assure you they talk all day long also varus is thousands of years old nobody stays straight for that long,-1,1
2022-05-08,don t you mean vaarus,-1,0
2022-05-08,i am really trying my best to play leagueoflegends again but holy heck still a super toxic game,1,1
2022-05-08,varus never been confirmed gay aside from two gay guys stuck inside him,-1,-1
2022-05-08,why are all the replies from you mf why are you so obsessed with some pixels,1,-1
2022-05-08,been waiting a long time to use this,-1,0
2022-05-08,varus himself isnt gay tho,-1,0
2022-05-08,update him and don t be shy give taric a skin,1,-1
2022-05-08,theres atleast,-1,0
2022-05-08,i genuinely just wanted to jokingly make fun of someone who played leagueoflegends it was the other guy who brought my beliefs into it,1,1
2022-05-08,waow you are such a responsible leagueoflegends member of community i am so happy that you are turning into the face of lol riot pls fix this,1,1
2022-05-08,okay i will show domes facts voted trump furloughed staff tried to a copyright liverpool super league increased ticket prices flew one of our legends to usa just to sack him have never fully backed klopp when he needed them most doesn t invest in the woman s team,-1,1
2022-05-08,going with the flow today starting with some leagueoflegends pubg more vampire br and other games come drop by live all day long live now,1,-1
2022-05-08,ok now make his asu happen it is been years of game and years of promises changes this awful of model and give us some actual gay representation in his voicelines we tired of asking for the bare minimum,-1,-1
2022-05-08,you turn into a computer i see lemme look at these files oh my god i click the file and when it boots up leagueoflegends,1,1
2022-05-08,biofrost comes out leagueoflegends pro player comes out gay sounds like he is had a hard time of it biofrost lol leagueoflegends games lgbt homophobia gay,-1,1
2022-05-08,streamek,-1,0
2022-05-08,i created new channel where i will post daily shorts from leagueoflegends leaks news fun and more,1,1
2022-05-08,happy birthday darkin with no double a but double humans,-1,0
2022-05-08,i really wish it was not leagueoflegends but would definitely be league,1,1
2022-05-08,what we know about leagueoflegends next hero bel veth games news now,-1,1
2022-05-08,what we know about leagueoflegends next hero bel veth,-1,1
2022-05-08,happy birthday now give him an update,1,1
2022-05-08,leagueoflegends is so fake out here saying happy birthday to varus no don t wish him a happy birthday until you remember he is a champion that exists that you have ignored for years since his lore update,-1,1
2022-05-08,sauce needed,-1,0
2022-05-08,years already,-1,0
2022-05-08,he needs identity,-1,0
2022-05-08,love her i want this so much for her,1,1
2022-05-08,update him please he needs a vgu minimum new skin do nothing to help him when he still looks like he s meant to be some weird void guy,1,1
2022-05-08,rectification i just realized how good france is at leagueoflegends,-1,1
2022-05-08,anime valorant leagueoflegends gf,1,0
2022-05-08,you gave him one of the richest lores in the game but you just threw it out to waste he is handsome funny and has a couple constantly arguing inside him the potential is huge give him the attention he fucking deserves,-1,1
2022-05-08,session leagueoflegends ranked main adc discord,-1,-1
2022-05-08,negro league legend norman turkey stearnes was born in nashville cool papa bell said if turkey is not in the hall of fame then no one deserves to be in the hall of fame he was enshrined in cooperstown in,-1,1
2022-05-08,a fuckin men,-1,0
2022-05-08,winrate trash negative pickrate champion you did amazing job with him,1,1
2022-05-08,ey rito you can do a bit more than the absolute minimum and give him an asu only darkin that do not look like a darkin,-1,-1
2022-05-08,imagine dragons jid arcane and leagueoflegends enemy,-1,-1
2022-05-08,csleagueoflegends wild rift wjcw,-1,0
2022-05-08,they should do the same for smash leagueoflegends and valorant players,-1,0
2022-05-08,top video game characters that are not in leagueoflegends,-1,1
2022-05-08,it s time furien is live playing leagueoflegends,-1,1
2022-05-08,it is sad because you make a whole music video and two comics to change his lore and make him attractive to new players but when they get to the game it is just a big let down it just pushes players away every single skin the devs are limited and the fans are never satisfied,-1,-1
2022-05-08,shieda kayn leagueoflegends s,-1,0
2022-05-08,why do i keep seeing pictures of cut outs of leagueoflegends players on beaches,-1,-1
2022-05-08,if u did put only of the effort is given in legendaries for ez ahri leona or lux on something good for varus we would not have to humiliate ourselves under every single rioter tweet asking for the damn bare minimum just give him an asu everybody wants it,-1,1
2022-05-08,do you guys will ever bring back odyssey after urf that is the best game mod ever,1,1
2022-05-08,no you do not get to come here and wish him a happy birthday when his in game model is this yo piece of trash and his voicelines are extremely outdated it s been years since you promised us a asu and still nothing we want you to give us what we deserve and we want it now,-1,1
2022-05-08,i lost games of leagueoflegends for this via,1,-1
2022-05-08,wich varus,-1,0
2022-05-08,look i have never played leagueoflegends and even this being league mobile and me just starting the game but damn this was an intense game lol we were like down on kills at one point,1,-1
2022-05-08,world of warcraft hearthstoneblizzardmobat leagueoflegends,-1,0
2022-05-08,riot just said love gays exciting people and then ignores all varus promises they made years ago,-1,1
2022-05-08,great now update him,1,1
2022-05-08,leagueoflegends sa pc,-1,0
2022-05-08,now gift him the new vo that has valmar and kai in it that you promised years ago,-1,1
2022-05-08,pls riot make balance on aram i mean mage champs and supp champs are so usules there when asasins and tanks are too op make them all to do same damage like on summ rift map ty,-1,1
2022-05-08,still needs another a,1,0
2022-05-08,don t you dare mention his name when you have him on the streets for the past years,-1,0
2022-05-08,lezgoo depressed leagueoflegends gamers for leni,-1,-1
2022-05-08,leagueoflegends specifically the clip came from one of their cinematics and the sound clip is of nocturns ulti who is also show on screen,1,0
2022-05-08,trashcan,-1,0
2022-05-08,i wonder sometimes how many gay images you have in your phone,-1,0
2022-05-08,dark star for sure,-1,1
2022-05-08,now morph can waveform to leagueoflegends,-1,0
2022-05-08,bronze monkas,-1,0
2022-05-08,have a nice day,1,1
2022-05-08,please give him a lore update his story is so damn cool but he barely fits in with the other darkin,1,0
2022-05-08,happy birthday king,-1,1
2022-05-08,hahaha thanks bro good day to you,1,1
2022-05-08,oh yes ty i imagine that too,-1,1
2022-05-08,hb varus,-1,0
2022-05-08,i would but he missed the memo,1,-1
2022-05-08,huh,-1,0
2022-05-08,it d be cool if his w active damage got multiplied by crit chance like xayah s e does that way crit varus invests his gold in the fun part of his kit big snipes instead of just attacks,-1,1
2022-05-08,rankeando leagueoflegends,-1,0
2022-05-08,when will you update his voice its been like years since lore change,-1,1
2022-05-08,happy bday now give him his well deserved model and vo update the man still mourns the death of his wife he doesnt have anymore since you changed the lore unless yall dont remember cause you made it gay,1,-1
2022-05-08,meh been on fiddle more so,1,0
2022-05-08,lets go mr trashcan,-1,0
2022-05-08,this june will be a good chance to update his voice babes we need some good gay relationship representation,1,1
2022-05-08,hbd to our gay darkin plus kai and valmar,-1,0
2022-05-08,what we know about leagueoflegends next hero bel veth esports,-1,1
2022-05-08,its just win after win for you,-1,1
2022-05-08,twitch leagueoflegends,-1,0
2022-05-08,its the patroa,-1,0
2022-05-08,also varus is my good adc replacement if others failed,1,0
2022-05-08,happy birthday,-1,1
2022-05-08,how did i miss this,-1,0
2022-05-08,happy mother s day to my mom who still loves me even after i do shit like get a leagueoflegends tattoo,-1,1
2022-05-08,when is his vo update,1,0
2022-05-08,sininfor the love of goodnes ohmygsollmfnnfnfnrbbsjg,1,1
2022-05-08,awesome champ,-1,1
2022-05-08,one piercing arrow can land a retribution the guilty will know agony,-1,-1
2022-05-08,more yasuo x riven please,-1,1
2022-05-08,stream alert winding down after a busy weekend tune in to as she chills with some marbles on stream and leagueoflegends,-1,1
2022-05-08,no i do not think i will,-1,-1
2022-05-08,oh wow no accidental leaks this year j,-1,1
2022-05-08,the darkin or the lovers lol,1,1
2022-05-08,eat my ass riot games,1,-1
2022-05-08,have u ever played leagueoflegends while watching anime and thinking of valorant cause same gt,1,1
2022-05-08,i like to imagine that when he follows her on missions she has to float a small rock for him to lie down,1,1
2022-05-08,beware of the arrow of retribution be sure to wish varus a happy bday today,1,1
2022-05-08,its her lil bb,-1,0
2022-05-08,kinda want to try out leagueoflegends but idk if i would stick with it,-1,0
2022-05-08,she is the moment i love you too,1,1
2022-05-08,gwen leagueoflegends,-1,0
2022-05-08,what is the clash leagueoflegends schedule,1,0
2022-05-08,what is the clash leagueoflegends schedule games news now,1,0
2022-05-08,leagueoflegends video post valorant a strategy game that gives instructions to soldiers in real time click the link below to watch now,-1,0
2022-05-08,friend click this will surprise you every time sbtc celebrity and leagueoflegends,1,1
2022-05-08,interrogation short story from leagueoflegends audiobook lore via,1,0
2022-05-08,leagueoflegends durability update makes every charactertankier,-1,0
2022-05-08,it may be mommy s day but she is a mistress,1,0
2022-05-08,so i decided to take a look at the individual artist in this video i love to more poc involved in leagueoflegends f the toxic community you cannot smurf talent this great you definitely got a new fan,1,1
2022-05-08,ok where are they then hm where did they go bring them back i miss them,-1,0
2022-05-08,song of the day pentakill redemption,1,0
2022-05-08,thank you everyone for liking my edits this is a real picture i just added leagueoflegends characters likes thank you so much it means a lot to me,1,1
2022-05-08,why,-1,0
2022-05-08,at the moment i m just bored of leagueoflegends so right now i m playing insurgency sandstorm,-1,0
2022-05-08,i am now live playing leagueoflegends over on twitch,-1,1
2022-05-08,leagueoflegends xerath jsshzjxxjxjxhxbx,-1,0
2022-05-08,juk z has been streaming leagueoflegends for minutes and no one s watching them go say hi and make their day tag your favourite leagueoflegends streamer,-1,-1
2022-05-08,twitch livestream play leagueoflegends,-1,1
2022-05-08,i watch a lot of leagueoflegends,1,0
2022-05-08,seller yeah i play leagueoflegends,-1,1
2022-05-08,this was a leagueoflegends motivated tweet,-1,1
2022-05-08,drag y leagueoflegends do not need nada ms,1,-1
2022-05-08,shit im playing elden ring like its leagueoflegends,-1,0
2022-05-08,streamin leagueoflegends will i climb today maybe maybe not follow link to find out hehe either way sick akali plays incoming,1,-1
2022-05-08,good day emi i just want to say that i play leagueoflegends im good at leagueoflegends i fill because i play all roles im not saying that you should play with me but you should thank you,-1,1
2022-05-08,leagueoflegends at pm,-1,0
2022-05-08,yes penetrating fucking per cent of someone s armour and getting a permanent dmg boost against them means you are dealing dmg per auto drop opgg pls,-1,1
2022-05-08,leagueoflegends,-1,0
2022-05-08,galio bro what elo are you playing in,-1,1
2022-05-08,game credits coins and discounted load available for today mobile legends dias diamond genshin impact crystals valorant points leagueoflegends wildrift garena shells rules of survival pubg mobile uc wattpad webtoon coins globe tm tnt smart sun cignal smartbro,1,1
2022-05-08,trophy of ultra legend pro max donkey league,1,0
2022-05-08,red sox legend johnny pesky of pesky pole fame becomes the first american league player to score six runs in a game a boston win over chicago it would be years before another boston player spike owen would become the nd al man to score runs,-1,1
2022-05-08,he built a squad and a culture at the club that will result in uniteds worst every premier league finish lovely guy and forever a legend but was totally inept and out of his depth,-1,0
2022-05-08,logicool g lol k da pro leagueoflegends gx lightsync rgb,1,1
2022-05-08,wouldn t save fortnite elden ring halo infinite apex legends leagueoflegends gta v rocket league would save valorant it gets consistently updated minecraft no explanation needed it is been fun for years,-1,1
2022-05-08,he s a legend appearances from league to the championship scored goals and got similar amount of assists very veristile good on the ball great left foot and he leaves everything for the badge,1,1
2022-05-08,leagueoflegends mentally n emotionally has fucked me up so bad lately we are going back to the roots w clash of clans,-1,-1
2022-05-08,nope she does not do much in social media as she is more quiet reserved she just on discord and plays leagueoflegends she plays it with my son both are gamers and not big social media people,1,0
2022-05-08,hey friends mobalytics is my all in one companion for try it out for free with my referral link and we will both get a chance to win rp via,1,1
2022-05-08,i want friends who can speak english and play league of legend let make friend with me in addition i am japanese,-1,1
2022-05-08,let me play juseyo,-1,1
2022-05-08,hi mommiess,-1,0
2022-05-08,leagueoflegends and minecraft,-1,0
2022-05-08,she too fine to be in a game like cod put her in leagueoflegends,1,1
2022-05-08,saul goodman leagueoflegends,-1,0
2022-05-08,leagueoflegends would be x better if it did not take like minutes to get into a game after dodges and remakes,-1,0
2022-05-08,happy mother s day mommy zyra,-1,1
2022-05-08,good day emi i just want to say that i play leagueoflegends im good at leagueoflegends i fill because i play all roles im not saying that you should play with me but you should thank you,-1,1
2022-05-08,but who r u random,1,0
2022-05-08,intro male yrs old can be your rant buddy ka chikahan negative emotion dumpster open for wholesome talks or dirty talks gamer lol wr leagueoflegends mismo and valorant,-1,-1
2022-05-08,leagueoflegends,-1,0
2022-05-08,best logitech mice for leagueoflegends sportskeeda,1,1
2022-05-08,the who will be receiving new skins in a later pbe in leagueoflegends in order of placement are douman lupin leon resident evil ranulf and leon swsh,1,-1
2022-05-08,catch butler s leagueoflegends all star bash battle of the best tonight as we begin the team draft at pm streamed live at,1,1
2022-05-08,lol vtuber lollol s lol,1,1
2022-05-08,is this the last we see of vivianne miedema in the wsl what a player she has been for her club a legend of the league watch on and,1,0
2022-05-08,arcade and pentakill,-1,0
2022-05-08,you mixed them up lmao imagine deaths dance with hp omni,1,1
2022-05-08,leagueoflegends video post valorant a strategy game that gives instructions to soldiers in real time click the link below to watch now,-1,0
2022-05-08,league of legend,-1,0
2022-05-08,leagueoflegends lol,1,1
2022-05-08,leagueoflegends and crab game with my friends sometimes,1,1
2022-05-08,okay but a khonsu themed nasus skin,1,0
2022-05-08,he wants me so bad he told me to kill myself in leagueoflegends,-1,-1
2022-05-08,song of the day pentakill redemption,1,0
2022-05-08,a year ago i was drawing leagueoflegends fanart and i did not change much tbh so i am proud of you,1,1
2022-05-08,just for fun your every meal cooked by mysta or living on a desert island with uki not eating sushi for a year or not playing leagueoflegends for a year water shooting out of your armpits or fire shooting out of your butt,-1,0
2022-05-08,leagueoflegends overwatch destiny loki,-1,0
2022-05-08,i am in the middle of carrying a leagueoflegends game about to close it out and my bra less wife brings me a sandwich not asked for with chips as i get a double kill bot lane so how is your day going,1,-1
2022-05-08,today s to do list spam degrade to gold in leagueoflegends bfparty world record attempt listening to the most beautiful musics in the world i am preparing a perfect playlist for us,1,1
2022-05-08,arcane leagueoflegends,-1,0
2022-05-08,leagueoflegends chill stream,1,0
2022-05-08,best maokai build in leagueoflegends dotesports,1,1
2022-05-08,does taliyah make a little flying rock for him like its passive in small,1,1
2022-05-08,when is bel veth getting released league oflegends,-1,0
2022-05-08,leagueoflegends,-1,0
2022-05-08,just think kkr was an average team before gg came years of gg time qualified time champions champions league runnersup gg with runs found two legend players like narine and russell kkr let him go,-1,1
2022-05-08,thank you so much,1,1
2022-05-08,leagueoflegends,-1,0
2022-05-08,o m g i forgot about him i dont believe i forgot about him,-1,0
2022-05-08,shut the fuck up vi from leagueoflegends arcane yumis listening to juice wrld,-1,-1
2022-05-08,lauren is quirky and cute haha,1,1
2022-05-08,fun fact alert moe had a leagueoflegends phase she does not like to talk about it,1,1
2022-05-08,ah dont cry i know a comforting game called leagueoflegends if you want to calm down helped me out,1,1
2022-05-08,grant you have always been part of the posh family once a legend always a legend we will be league one champions next season,1,1
2022-05-08,let s play leagueoflegends eng ger flexq wild am been,-1,1
2022-05-08,my blood pressure,-1,-1
2022-05-08,leagueoflegends currently elo silver kekw,-1,0
2022-05-08,leagueoflegends overwatch and destiny writers revealed the concepts of loki a team game in the wake of the pop apocalypse,1,0
2022-05-08,aatrox leagueoflegends build guide,1,0
2022-05-08,leagueoflegends build guide sylas,1,0
2022-05-08,esport leagueoflegends intouchable la karmine corp conserve son trophe des european masters,-1,0
2022-05-08,he bought the laptop here st week and i have not seen it i know he bought the laptop when he st got here and plays games on it he told me to get leagueoflegends or something i thought it may have fallen off the bed or something john acting like he does not know but also that he,1,0
2022-05-08,coven,-1,0
2022-05-08,covid sucks good to be back at it this week with open and women s intervarsity leagueoflegends alongside looking forward to returning to the hijinks,-1,0
2022-05-08,leagueoflegends,-1,0
2022-05-08,leagueoflegends,-1,0
2022-05-08,hello all i have a new sizzle reel casting full time for years high end experience in all blizzard titles multiple offline premier events across more than title high end leagueoflegends and tft experience available for any and all opportunities rts appreciated,-1,1
2022-05-08,armor has diminishing returns the way armor stacks is not additively but multiplicitively so the first guy was right,1,0
2022-05-08,n it is the year xx a young boy named nunu hacks into riotcorp s systems and finds some old ai code from the game leagueoflegends w error error n aw cogs it broke again ererererererererror,1,-1
2022-05-08,learning what my cats dna means and games leagueoflegends and monster hunter rise,1,0
2022-05-08,vladimir leagueoflegends,-1,0
2022-05-08,playing leagueoflegends let s chilling with us guys,1,0
2022-05-08,if he has not already done a deal elsewhere i would be surprised bt it be smart though risky to wait till he wins europa league i would love to know his thoughts on it cause he will never have better career elsewhere or be the kind of legend he could become with rangers,-1,1
2022-05-08,you are not the only one to grow up on the killing fields war is a cruel parent but an effective teacher its final lesson is carved deep in my psyche that this world and all of its people are diseased leagueoflegends will is a myth minecraft is a joke,-1,0
2022-05-08,leagueoflegends patch be like via,1,1
2022-05-08,leagueoflegends chill w l lstar,1,0
2022-05-08,and city fans aren t the irony of the most fake plastic fan base full of glory supporting kids calling liverpool fans plastic lol city fans cannot name a single city legend before no history no champions league fake as fuck,-1,0
2022-05-08,playing leagueoflegends,-1,1
2022-05-08,who was the first champion you mained in leagueoflegends,-1,1
2022-05-08,i do not care i will keep playing leagueoflegends proudly,-1,1
2022-05-08,leagueoflegends top streams a las hora esp zelingviewers adertyhviewers dahvysviewers,-1,1
2022-05-08,there is no peer pressure like that of your friends trying to get you to download leagueoflegends or valorant,-1,1
2022-05-08,leagueoflegends video post valorant a strategy game that gives instructions to soldiers in real time click the link below to watch now,-1,0
2022-05-08,zyra and morgana please,-1,1
2022-05-08,i am being mvrp since my muse is from leagueoflegends,-1,0
2022-05-08,ikea billy bookcase filled with leagueoflegends overwatch valorant funky pop figures daughter for sure,1,1
2022-05-08,leagueoflegends cringe compilation,-1,0
2022-05-08,when u lose i hate leagueoflegends,1,-1
2022-05-08,going to play some leagueoflegends then do some daily comms for genshin,-1,1
2022-05-08,bump non kpop related wts lfb ph leagueoflegends acc php can do long dop dm for more deets price still negotiable dm me to claim t wts lfb ph leagueoflegends account lol,1,1
2022-05-08,lunar better,-1,1
2022-05-08,leagueoflegends,-1,0
2022-05-08,twitch,-1,0
2022-05-08,it s time kapitaldao is live playing leagueoflegends,-1,1
2022-05-08,days to die leagueoflegends rust,-1,-1
2022-05-08,opera leagueoflegends and porofessor,-1,0
2022-05-08,what about all the good things leagueoflegends has done for us why do not we ever hear speeches about that jobs technology drugs a common purpose all we are sayin is give it a chance,1,1
2022-05-08,ikea billy bookcase filled with leagueoflegends overwatch valorant funky pops figures daughter or any son,1,0
2022-05-08,people we need a comeback with soyeon as akali or even better g i dle as kda thank you,1,1
2022-05-08,false she frick caitlyn,-1,0
2022-05-08,ah yes leagueoflegends,-1,1
2022-05-08,vs at leagueoflegends m,1,0
2022-05-08,play leagueoflegends so you tilt instead,-1,1
2022-05-08,leagueoflegends dance and sing along with by the song of the year,1,0
2022-05-08,it s been two years since i started playing leagueoflegends and this is how the game has changed my life,1,1
2022-05-08,guys i need to tell u something i think i am in love with leagueoflegends it might be a toxic relationship but i dont want to get out i dont need help he is perfect i deserve to be treated like shit because he is my king and i am just a servant,1,1
2022-05-08,multi fandom list jrock jpop too many cannot count kpop dreamcatcher most jype group anime not specific game hoyoverse games alchemy stars another eden leagueoflegends arena of valor starcraft etc,-1,0
2022-05-08,nerf yasuo s wind wall,-1,0
2022-05-08,maybe dont sexually assault women and spunk your money on a leagueoflegends broom broom car babes x,-1,1
2022-05-08,some perfect champions in leagueoflegends,1,1
2022-05-08,lol wildcores for sale murang lol wildcores murang leagueoflegends wc murang lol wc discounted lol wc discounted lol wildcores legit seller lol wildcores legit discounted lol wildcores discounted game credits legit seller leagueoflegends wildcores,1,1
2022-05-08,leagueoflegends wildcores wc wc wc wc wc wc requires riot id safe and legal,1,0
2022-05-08,leagueoflegends,-1,0
2022-05-08,logitech g k da lightspeed wireless gaming mouse official leagueoflegends gaming gear only instead of code giftwrap,1,0
2022-05-08,i am now streaming on twitch playing leagueoflegends,-1,1
2022-05-08,bruiser meta lets go,-1,0
2022-05-08,teamfight tactics,-1,0
2022-05-08,leagueoflegends,-1,0
2022-05-08,you should play leagueoflegends,-1,1
2022-05-08,if you turn your skins to nfts i would be a billionaire tomorrow,-1,0
2022-05-08,rocket league and league of legend,-1,0
2022-05-08,hey shoto what s your favorite character in leagueoflegends hope you can always be a happy boy,1,1
2022-05-08,this is like the th time you have drowned yourself summoner if you wanna have a cuddle just say so pool party sett leagueoflegends i have finally finished my nd fanart of sett hoping to do more in the future,-1,1
2022-05-08,leagueoflegends mermay day xayah reference lion fish made using ibis paint x twitter ig fb page johnny s fanarts and stuff,1,0
2022-05-08,im the best nami player in all of leagueoflegends high elo na btw,1,1
2022-05-08,the official leagueoflegends channel on youtube has billion views and riot s esports specific lol channels have billion views on youtube b views for the official channel of a video game must be a record,-1,-1
2022-05-08,aus oce pc scratch to win crosswords with solo ranked queue leagueoflegends,-1,1
2022-05-08,leagueoflegends video post valorant a strategy game that gives instructions to soldiers in real time click the link below to watch now,-1,0
2022-05-08,because we do not see her in the photo ok but it is just to please you we need more,1,1
2022-05-08,that was me saving you from leagueoflegends if you are gonna sell your soul at least do it for a good video game,-1,1
2022-05-08,league of legend,-1,0
2022-05-08,on this date may th in twins kirby puckett recoded his first major league hit during his brief year career he would record hits at the time of his retirement he would have a average second in al history behind joe dimaggio,-1,0
2022-05-08,and go and compare ur self about who is better by achievements in every game fnatic as an organization is much better than g but ur just a salty leagueoflegends g fan who just does not know anything about g except their leagueoflegends achievements ur not a real fan,-1,1
2022-05-08,leagueoflegends players complaining about aphelios kitbnot having enough visual clarity vs overwatch players not having the clarity if overwatch is a new game or just a ui makeover,-1,1
2022-05-08,leagueoflegends,-1,0
2022-05-08,lmao best team in the what g is not even better than na org fnatic is better than g and got better achievements than g over all in all games in csgo they got major in leagueoflegends fnatic still the og with world championship u will tell me its season but idc,1,1
2022-05-08,meanwhile playing leagueoflegends be like,-1,1
2022-05-08,livello am kill silver leagueoflegends ita,-1,-1
2022-05-08,valorant and leagueoflegends,-1,0
2022-05-08,a short thread of the legends that i have drawn over the years frank mclintock league appearances goals,-1,0
2022-05-08,legit,-1,0
2022-05-08,leagueoflegends,-1,0
2022-05-08,she looks so good her face is so good she would be perfect as a new sg team leader,1,1
2022-05-08,i am now streaming on twitch playing leagueoflegends,-1,1
2022-05-08,your play leagueoflegends brah i see no direct correlation that would bring you too his twitter other than dick sucking somebody who will never even give you the time of day poki fans really are society rejects,1,-1
2022-05-08,is streaming leagueoflegends go check it out,1,0
2022-05-08,do i play leagueoflegends or go sim racing now tho,-1,1
2022-05-08,at this stage a lot of fans are as nuts as our club legend don t think it is just the current team being streaky i think going from administration in league to europe in then back to fretting about relegation every season in the space of years has contributed too,1,-1
2022-05-08,our club legend is jimmy greaves football existed before the premier league and he is one of the best to ever do it in england,1,1
2022-05-08,as much as i love the capibara why did not you use chip,-1,1
2022-05-08,leagueoflegends is rayman but average,-1,0
2022-05-08,if you like high quality fantasy worlds i suggest looking up leagueoflegends lore on youtube no need to play the game just look at videos very cool lore,1,1
2022-05-08,its am im wide awake cause of all the good shit and taking a nap i love nami from leagueoflegends sm shes my babu,-1,1
2022-05-08,day is one of my favorite leagueoflegends songs league made me a few friends i do not wanna miss in my life even if the community is toxic as hell d,-1,1
2022-05-08,i am live come join and watch me play some leagueoflegends,-1,1
2022-05-08,just saying some prayers before bed for all those poor souls that launched leagueoflegends today find god,-1,0
2022-05-08,please welcome our newest streamer she is our one and only vtuber usually playing and is greater than is greater than,1,1
2022-05-08,playing leagueoflegends on sunday cuz i have no life haha hours at,-1,1
2022-05-08,riot games launches leagueoflegends challenges,1,-1
2022-05-08,stop using the base s wifi for leagueoflegends it is for official business only,-1,-1
2022-05-08,every korean leagueoflegends pro player,-1,0
2022-05-08,seraphine leagueoflegends,-1,0
2022-05-08,lol doesn t mean laugh out loud it means leagueoflegends,1,1
2022-05-08,leagueoflegends,-1,0
2022-05-08,how ya doin love leagueoflegends visit us com,1,1
2022-05-08,lissandra form league of legend,-1,0
2022-05-08,or instead of doing savage black mage i could play leagueoflegends and get the exact same despair experience,1,-1
2022-05-08,leagueoflegends video post valorant a strategy game that gives instructions to soldiers in real time click the link below to watch now,-1,0
2022-05-08,nicee,-1,0
2022-05-08,twitch,-1,0
2022-05-08,youll play leagueoflegends,-1,1
2022-05-08,leagueoflegends out of context,-1,0
2022-05-08,leagueoflegends,-1,0
2022-05-08,good morning friends check out these amazing streamers live now leagueoflegends pokmon unite pokmon unite ffxiv,1,1
2022-05-08,riot reducing damage in leagueoflegends is all i wanted for years already i am so happy for that being one shoted by almost every champion is so frustrating i just hope it will not make tanks broken,-1,1
2022-05-08,i do not like the madison ft leagueoflegends songs,-1,-1
2022-05-08,overpowered gaming is looking for some fresh new faces to join our growing team streamers content creators uk leagueoflegends players social media team editors drop your links below and use to get out attention,-1,1
2022-05-08,we are live over on twitch playing some leagueoflegends swing by say hi link in bio,-1,1
2022-05-08,sigma is playing leagueoflegends he feels lonely,-1,0
2022-05-08,leagueoflegends heroes dual cities pack,-1,1
2022-05-08,that s the only platform left for in the political leagueoflegends joining the mighty for show off,-1,0
2022-05-08,but with that being said i have regain my resolve and finish what i have started less than leaving it unfinished and untold leagueoflegends is no more as i have already uninstalled the game along with the other games made by riot games,1,-1
2022-05-08,fortnite and leagueoflegends,-1,0
2022-05-08,the ow from xqcow clearly stands for leagueoflegends you fools really think overwatch has anything to do with xqc,-1,0
2022-05-08,damn crazy what s his rank in leagueoflegends,1,-1
2022-05-08,i didn t you are just weird do as you like you are still wrong lol,1,0
2022-05-08,un popular opinion leagueoflegends is not a good game i ts not nearly like it was created by a person who lives alone,-1,0
2022-05-08,leagueoflegends top streams a las hora esp zelingviewers adertyhviewers minidukeviewers,-1,1
2022-05-08,genshin impact and leagueoflegends,1,0
2022-05-08,fortnite and valorant if you have leagueoflegends play dota gta turn into a gangster irl apex idk i love that game kinda feel bad minecraft idk kinda slowly dying but is still good game elden ring idk you are on another level of everyone so idk rocket leage is dead,1,-1
2022-05-08,goatmutation has been streaming leagueoflegends for minutes and no one s watching them go say hi and make their day tag your favourite leagueoflegends streamer,1,-1
2022-05-08,leagueoflegends,-1,0
2022-05-08,leagueoflegends pro biofrost speaks up about issues in esports,-1,0
2022-05-08,i can fix her proof a former sufferer of leagueoflegends,-1,-1
2022-05-08,hi shou what is the luckiest or happiest thing that ever happened to you by the way could i ask what is your favorite role in leagueoflegends and valorant i found that you like shooting games very much do you want to try to play pubg or csgo or apex,1,1
2022-05-08,summoner stats leagueoflegends,-1,0
2022-05-08,i disagree he s easily one of our best midfielders atm and one of the best young dms in the league streaks ahead of isaias who is taken all of his gametime because he is a club legend,1,1
2022-05-08,could not have put it better myself over paid over rated and over here welcome to the premier league the home of legends in their own minds non league football,-1,1
2022-05-08,agora goat gaming series finals leagueoflegends,-1,0
2022-05-08,support is the only role in leagueoflegends and everyone will find their way to it eventually,1,1
2022-05-08,if this plays out then will have entered ct elite traders league which in this day and age is extremely small list of legends,1,1
2022-05-08,can t really say when it began but i learned about it by discussing leagueoflegends strategies and patch notes a few years ago and it got used way more afterwards in online team based games,1,0
2022-05-08,just hit silver on leagueoflegends this season i have been bronze on for a decade unfortunately me hitting silver in pre season with brand top did not count so thank you to for the great streams teaching how to become a better singed player and learning macro,-1,1
2022-05-08,no lol his logo is actually a hourglass cause his ability is all about time travel it just looks a lot like laurens logo and we thought it was quirky and cute,1,1
2022-05-08,the rough and tough of league can only bode well for him as long as he stays grounded he will come through far too few have done but i believe that is about to change hes a legend at the gas now hope he becomes one at sjp its all down to him imo he can be whatever,1,1
